Reporte detallado item 1: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1
Reporte detallado item 1257: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1257
Reporte detallado item 1258: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1258
Reporte detallado item 1259: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1259
Reporte detallado item 1260: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1260
Reporte detallado item 1261: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1261
Reporte detallado item 1262: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1262
Reporte detallado item 1263: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1263
Reporte detallado item 1264: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1264
Reporte detallado item 1265: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1265
Reporte detallado item 1266: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1266
Reporte detallado item 1267: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1267
Reporte detallado item 1268: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1268
Reporte detallado item 1269: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1269
Reporte detallado item 1270: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1270
Reporte detallado item 1271: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1271
Reporte detallado item 1272: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1272
Reporte detallado item 1273: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1273
Reporte detallado item 1274: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1274
Reporte detallado item 1275: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1275
Reporte detallado item 1276: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1276
Reporte detallado item 1277: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1277
Reporte detallado item 1278: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1278
Reporte detallado item 1279: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1279
Reporte detallado item 1280: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1280
Reporte detallado item 1281: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1281
Reporte detallado item 1282: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1282
Reporte detallado item 1283: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1283
Reporte detallado item 1284: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1284
Reporte detallado item 1285: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1285
Reporte detallado item 1286: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1286
Reporte detallado item 1287: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1287
Reporte detallado item 1288: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1288
Reporte detallado item 1289: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1289
Reporte detallado item 1290: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1290
Reporte detallado item 1291: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1291
Reporte detallado item 1292: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1292
Reporte detallado item 1293: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1293
Reporte detallado item 1294: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1294
Reporte detallado item 1295: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1295
Reporte detallado item 1296: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1296
Reporte detallado item 1297: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1297
Reporte detallado item 1298: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1298
Reporte detallado item 1299: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1299
Reporte detallado item 1300: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1300
Reporte detallado item 1301: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1301
Reporte detallado item 1302: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1302
Reporte detallado item 1303: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1303
Reporte detallado item 1304: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1304
Reporte detallado item 1305: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1305
Reporte detallado item 1306: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1306
Reporte detallado item 1307: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1307
Reporte detallado item 1308: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1308
Reporte detallado item 1309: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1309
Reporte detallado item 1310: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1310
Reporte detallado item 1311: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1311
Reporte detallado item 1312: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1312
Reporte detallado item 1313: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1313
Reporte detallado item 1314: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1314
Reporte detallado item 1315: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1315
Reporte detallado item 1316: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1316
Reporte detallado item 1317: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1317
Reporte detallado item 1318: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1318
Reporte detallado item 1319: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1319
Reporte detallado item 1320: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1320
Reporte detallado item 1321: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1321
Reporte detallado item 1322: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1322
Reporte detallado item 1323: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1323
Reporte detallado item 1324: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1324
Reporte detallado item 1325: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1325
Reporte detallado item 1326: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1326
Reporte detallado item 1327: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1327
Reporte detallado item 1328: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1328
Reporte detallado item 1329: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1329
Reporte detallado item 1330: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1330
Reporte detallado item 1331: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1331
Reporte detallado item 1332: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1332
Reporte detallado item 1333: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1333
Reporte detallado item 1334: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1334
Reporte detallado item 1335: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1335
Reporte detallado item 1336: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1336
Reporte detallado item 1337: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1337
Reporte detallado item 1338: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1338
Reporte detallado item 1339: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1339
Reporte detallado item 1340: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1340
Reporte detallado item 1341: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1341
Reporte detallado item 1342: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1342
Reporte detallado item 1343: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1343
Reporte detallado item 1344: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1344
Reporte detallado item 1345: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1345
Reporte detallado item 1346: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1346
Reporte detallado item 1347: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1347
Reporte detallado item 1348: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1348
Reporte detallado item 1349: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1349
Reporte detallado item 1350: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1350
Reporte detallado item 1351: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1351
Reporte detallado item 1352: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1352
Reporte detallado item 1353: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1353
Reporte detallado item 1354: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1354
Reporte detallado item 1355: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1355
Reporte detallado item 1356: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1356
Reporte detallado item 1357: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1357
Reporte detallado item 1358: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1358
Reporte detallado item 1359: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1359
Reporte detallado item 1360: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1360
Reporte detallado item 1361: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1361
Reporte detallado item 1362: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1362
Reporte detallado item 1363: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1363
Reporte detallado item 1364: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1364
Reporte detallado item 1365: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1365
Reporte detallado item 1366: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1366
Reporte detallado item 1367: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1367
Reporte detallado item 1368: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1368
Reporte detallado item 1369: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1369
Reporte detallado item 1370: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1370
Reporte detallado item 1371: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1371
Reporte detallado item 1372: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1372
Reporte detallado item 1373: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1373
Reporte detallado item 1374: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1374
Reporte detallado item 1375: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1375
Reporte detallado item 1376: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1376
Reporte detallado item 1377: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1377
Reporte detallado item 1378: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1378
Reporte detallado item 1379: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1379
Reporte detallado item 1380: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1380
Reporte detallado item 1381: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1381
Reporte detallado item 1382: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1382
Reporte detallado item 1383: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1383
Reporte detallado item 1384: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1384
Reporte detallado item 1385: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1385
Reporte detallado item 1386: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1386
Reporte detallado item 1387: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1387
Reporte detallado item 1388: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1388
Reporte detallado item 1389: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1389
Reporte detallado item 1390: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1390
Reporte detallado item 1391: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1391
Reporte detallado item 1392: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1392
Reporte detallado item 1393: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1393
Reporte detallado item 1394: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1394
Reporte detallado item 1395: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1395
Reporte detallado item 1396: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1396
Reporte detallado item 1397: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1397
Reporte detallado item 1398: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1398
Reporte detallado item 1399: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1399
Reporte detallado item 1400: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1400
Reporte detallado item 1401: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1401
Reporte detallado item 1402: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1402
Reporte detallado item 1403: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1403
Reporte detallado item 1404: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1404
Reporte detallado item 1405: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1405
Reporte detallado item 1406: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1406
Reporte detallado item 1407: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1407
Reporte detallado item 1408: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1408
Reporte detallado item 1409: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1409
Reporte detallado item 1410: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1410
Reporte detallado item 1411: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1411
Reporte detallado item 1412: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1412
Reporte detallado item 1413: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1413
Reporte detallado item 1414: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1414
Reporte detallado item 1415: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1415
Reporte detallado item 1416: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1416
Reporte detallado item 1417: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1417
Reporte detallado item 1418: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1418
Reporte detallado item 1419: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1419
Reporte detallado item 1420: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1420
Reporte detallado item 1421: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1421
Reporte detallado item 1422: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1422
Reporte detallado item 1423: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1423
Reporte detallado item 1424: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1424
Reporte detallado item 1425: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1425
Reporte detallado item 1426: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1426
Reporte detallado item 1427: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1427
Reporte detallado item 1428: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1428
Reporte detallado item 1429: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1429
Reporte detallado item 1430: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1430
Reporte detallado item 1431: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1431
Reporte detallado item 1432: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1432
Reporte detallado item 1433: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1433
Reporte detallado item 1434: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1434
Reporte detallado item 1435: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1435
Reporte detallado item 1436: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1436
Reporte detallado item 1437: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1437
Reporte detallado item 1438: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1438
Reporte detallado item 1439: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1439
Reporte detallado item 1440: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1440
Reporte detallado item 1441: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1441
Reporte detallado item 1442: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1442
Reporte detallado item 1443: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1443
Reporte detallado item 1444: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1444
Reporte detallado item 1445: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1445
Reporte detallado item 1446: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1446
Reporte detallado item 1447: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1447
Reporte detallado item 1448: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1448
Reporte detallado item 1449: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1449
Reporte detallado item 1450: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1450
Reporte detallado item 1451: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1451
Reporte detallado item 1452: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1452
Reporte detallado item 1453: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1453
Reporte detallado item 1454: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1454
Reporte detallado item 1455: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1455
Reporte detallado item 1456: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1456
Reporte detallado item 1457: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1457
Reporte detallado item 1458: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1458
Reporte detallado item 1459: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1459
Reporte detallado item 1460: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1460
Reporte detallado item 1461: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1461
Reporte detallado item 1462: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1462
Reporte detallado item 1463: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1463
Reporte detallado item 1464: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1464
Reporte detallado item 1465: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1465
Reporte detallado item 1466: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1466
Reporte detallado item 1467: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1467
Reporte detallado item 1468: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1468
Reporte detallado item 1469: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1469
Reporte detallado item 1470: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1470
Reporte detallado item 1471: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1471
Reporte detallado item 1472: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1472
Reporte detallado item 1473: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1473
Reporte detallado item 1474: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1474
Reporte detallado item 1475: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1475
Reporte detallado item 1476: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1476
Reporte detallado item 1477: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1477
Reporte detallado item 1478: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1478
Reporte detallado item 1479: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1479
Reporte detallado item 1480: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1480
Reporte detallado item 1481: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1481
Reporte detallado item 1482: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1482
Reporte detallado item 1483: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1483
Reporte detallado item 1484: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1484
Reporte detallado item 1485: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1485
Reporte detallado item 1486: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1486
Reporte detallado item 1487: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1487
Reporte detallado item 1488: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1488
Reporte detallado item 1489: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1489
Reporte detallado item 1490: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1490
Reporte detallado item 1491: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1491
Reporte detallado item 1492: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1492
Reporte detallado item 1493: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1493
Reporte detallado item 1494: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1494
Reporte detallado item 1495: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1495
Reporte detallado item 1496: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1496
Reporte detallado item 1497: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 1497
Reporte detallado item 1498: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 1498
Reporte detallado item 1499: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 1499
Reporte detallado item 1500: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 1500
